img,coefficient
profile pics/61899.jpeg,0.9853
profile pics/61900.jpeg,0.0
profile pics/61901.jpeg,0.9975
profile pics/61902.jpeg,0.9900
profile pics/61903.jpeg,0.9983
profile pics/61904.jpeg,0.0
profile pics/61905.jpeg,0.9976
profile pics/61906.jpeg,0.9999
profile pics/61907.jpeg,-1
profile pics/61908.jpeg,0.9594
profile pics/61909.jpeg,0.0
profile pics/61910.jpeg,0.9983
profile pics/61912.jpeg,1.0000
profile pics/61914.jpeg,0.9998
profile pics/61915.jpeg,0.9996
profile pics/61917.jpeg,0.9986
profile pics/61918.jpeg,0.9995
profile pics/61919.jpeg,0.0
profile pics/61920.jpeg,0.0
profile pics/61921.jpeg,0.9892
profile pics/61922.jpeg,0.9987
profile pics/61923.jpeg,0.9995
profile pics/61924.jpeg,0.9998
profile pics/61925.jpeg,0.9999
profile pics/61926.jpeg,0.0
profile pics/61927.jpeg,0.9993
profile pics/61928.jpeg,0.5838
profile pics/61929.jpeg,0.9994
profile pics/61930.jpeg,0.9996
profile pics/61931.jpeg,0.9980
profile pics/61932.jpeg,0.0
profile pics/61934.jpeg,0.9995
profile pics/61936.jpeg,0.8126
profile pics/61937.jpeg,0.9999
profile pics/61938.jpeg,0.9998
profile pics/61939.jpeg,0.9992
profile pics/61941.jpeg,0.9964
profile pics/61942.jpeg,0.9982
profile pics/61943.jpeg,0.9489
profile pics/61944.jpeg,0.9996
profile pics/61945.jpeg,0.8959
profile pics/61946.jpeg,0.9988
profile pics/61947.jpeg,0.9362
profile pics/61948.jpeg,0.9992
profile pics/61949.jpeg,0.0
profile pics/61950.jpeg,0.9994
profile pics/61953.jpeg,0.0
profile pics/61954.jpeg,0.0
profile pics/61955.jpeg,0.9977
profile pics/61956.jpeg,0.8458
profile pics/61958.jpeg,0.9995
profile pics/61959.jpeg,0.9919
profile pics/61960.jpeg,0.9990
profile pics/61961.jpeg,0.0
profile pics/61962.jpeg,0.9973
profile pics/61963.jpeg,0.9993
profile pics/61964.jpeg,0.9987
profile pics/61965.jpeg,0.9985
profile pics/61966.jpeg,0.9942
profile pics/61967.jpeg,0.9978
profile pics/61968.jpeg,0.9794
profile pics/61969.jpeg,0.0
profile pics/61970.jpeg,0.9936
profile pics/61971.jpeg,0.8035
profile pics/61972.jpeg,0.9991
profile pics/61974.jpeg,0.9981
profile pics/61976.jpeg,0.0
profile pics/61977.jpeg,0.9994
profile pics/61978.jpeg,0.9645
profile pics/61979.jpeg,0.9995
profile pics/61980.jpeg,0.0
profile pics/61981.jpeg,0.9995
profile pics/61982.jpeg,0.0
profile pics/61983.jpeg,0.9997
profile pics/61984.jpeg,0.9998
profile pics/61985.jpeg,0.9807
profile pics/61986.jpeg,0.9989
profile pics/61987.jpeg,0.9791
profile pics/61988.jpeg,0.0
profile pics/61989.jpeg,0.9993
profile pics/61991.jpeg,0.9994
profile pics/61992.jpeg,0.9997
profile pics/61993.jpeg,0.0
profile pics/61995.jpeg,0.9990
profile pics/61996.jpeg,0.9983
profile pics/61997.jpeg,0.9986
profile pics/61998.jpeg,0.9919
profile pics/61999.jpeg,0.9637
profile pics/62000.jpeg,0.0
profile pics/62001.jpeg,0.9998
profile pics/62002.jpeg,0.0
profile pics/62003.jpeg,0.9998
profile pics/62004.jpeg,0.9981
profile pics/62006.jpeg,0.9994
profile pics/62007.jpeg,0.9973
profile pics/62008.jpeg,0.7886
profile pics/62009.jpeg,0.9979
profile pics/62010.jpeg,0.0
profile pics/62011.jpeg,0.0
profile pics/62012.jpeg,0.0
profile pics/62013.jpeg,0.9904
profile pics/62014.jpeg,0.0
profile pics/62015.jpeg,0.9997
profile pics/62016.jpeg,0.0
profile pics/62018.jpeg,0.0
profile pics/62019.jpeg,0.0
profile pics/62020.jpeg,0.7102
profile pics/62021.jpeg,0.9999
profile pics/62022.jpeg,0.9983
profile pics/62023.jpeg,0.9990
profile pics/62024.jpeg,0.9829
profile pics/62025.jpeg,0.0
profile pics/62026.jpeg,0.7893
profile pics/62027.jpeg,0.9843
profile pics/62028.jpeg,0.9999
profile pics/62029.jpeg,0.9938
profile pics/62030.jpeg,0.9993
profile pics/62031.jpeg,0.9999
profile pics/62032.jpeg,0.9962
profile pics/62034.jpeg,0.0
profile pics/62035.jpeg,0.9677
profile pics/62036.jpeg,0.9997
profile pics/62037.jpeg,0.9960
profile pics/62040.jpeg,0.9453
profile pics/62041.jpeg,0.9985
profile pics/62042.jpeg,0.0
profile pics/62044.jpeg,0.9996
profile pics/62045.jpeg,0.9997
profile pics/62046.jpeg,0.9976
profile pics/62047.jpeg,0.9974
profile pics/62048.jpeg,0.9989
profile pics/62049.jpeg,0.9996
profile pics/62050.jpeg,0.9934
profile pics/62051.jpeg,0.0
profile pics/62053.jpeg,0.0
profile pics/62054.jpeg,0.9959
profile pics/62055.jpeg,0.9988
profile pics/62057.jpeg,0.8738
profile pics/62058.jpeg,0.9999
profile pics/62059.jpeg,0.0
profile pics/62060.jpeg,0.9954
profile pics/62061.jpeg,0.9927
profile pics/62062.jpeg,0.9394
profile pics/62063.jpeg,0.8432
profile pics/62064.jpeg,0.0
profile pics/62065.jpeg,0.0
profile pics/62066.jpeg,0.9930
profile pics/62067.jpeg,0.9985
profile pics/62068.jpeg,0.9899
profile pics/62070.jpeg,0.9990
profile pics/62071.jpeg,0.9999
profile pics/62072.jpeg,0.9997
profile pics/62073.jpeg,0.9973
profile pics/62074.jpeg,0.9636
profile pics/62075.jpeg,0.9944
profile pics/62076.jpeg,0.9993
profile pics/62078.jpeg,0.0
profile pics/62079.jpeg,0.9998
profile pics/62080.jpeg,0.9974
profile pics/62081.jpeg,0.9997
profile pics/62082.jpeg,0.9999
profile pics/62083.jpeg,0.9534
profile pics/62084.jpeg,0.9988
profile pics/62085.jpeg,0.9952
profile pics/62086.jpeg,0.9987
profile pics/62087.jpeg,0.9992
profile pics/62088.jpeg,0.9991
profile pics/62089.jpeg,0.9999
profile pics/62090.jpeg,0.9977
profile pics/62091.jpeg,0.9996
profile pics/62093.jpeg,0.9874
profile pics/62094.jpeg,0.0
profile pics/62095.jpeg,0.9995
profile pics/62096.jpeg,0.0
profile pics/62097.jpeg,0.9845
profile pics/62098.jpeg,0.0
profile pics/62099.jpeg,0.7925
profile pics/62100.jpeg,0.0
profile pics/62101.jpeg,0.9929
profile pics/62102.jpeg,0.9947
profile pics/62103.jpeg,0.9980
profile pics/62104.jpeg,0.9949
profile pics/62105.jpeg,0.9991
profile pics/62106.jpeg,0.9894
profile pics/62108.jpeg,0.9982
profile pics/62109.jpeg,0.9972
profile pics/62110.jpeg,0.0
profile pics/62112.jpeg,0.9112
profile pics/62113.jpeg,0.9993
profile pics/62114.jpeg,-1
profile pics/62115.jpeg,0.5583
profile pics/62116.jpeg,0.9987
profile pics/62117.jpeg,0.9994
profile pics/62118.jpeg,0.9994
profile pics/62119.jpeg,0.9969
profile pics/62120.jpeg,0.9084
profile pics/62121.jpeg,0.9995
profile pics/62122.jpeg,0.9796
profile pics/62123.jpeg,0.9997
profile pics/62124.jpeg,0.0
profile pics/62125.jpeg,0.9982
profile pics/62126.jpeg,0.9981
profile pics/62127.jpeg,0.9991
profile pics/62128.jpeg,0.9954
profile pics/62129.jpeg,0.9989
profile pics/62130.jpeg,0.9999
profile pics/62131.jpeg,0.9985
profile pics/62132.jpeg,0.9987
profile pics/62133.jpeg,0.9622
profile pics/62134.jpeg,0.0
profile pics/62135.jpeg,0.9975
profile pics/62136.jpeg,0.9997
profile pics/62139.jpeg,0.9998
profile pics/62140.jpeg,0.9949
profile pics/62142.jpeg,0.9967
profile pics/62143.jpeg,0.9937
profile pics/62144.jpeg,0.9969
profile pics/62145.jpeg,0.0
profile pics/62146.jpeg,0.8738
profile pics/62147.jpeg,0.9954
profile pics/62149.jpeg,0.9915
profile pics/62150.jpeg,0.9997
profile pics/62151.jpeg,0.9999
profile pics/62152.jpeg,0.9999
profile pics/62153.jpeg,0.9968
profile pics/62154.jpeg,0.9965
profile pics/62156.jpeg,0.9996
profile pics/62157.jpeg,0.9965
profile pics/62158.jpeg,0.9999
profile pics/62159.jpeg,0.0
profile pics/62160.jpeg,0.9643
profile pics/62161.jpeg,0.9320
profile pics/62162.jpeg,0.9939
profile pics/62164.jpeg,0.9998
profile pics/62165.jpeg,0.9965
profile pics/62168.jpeg,0.0
profile pics/62169.jpeg,0.9971
profile pics/62170.jpeg,0.0
profile pics/62171.jpeg,0.9981
profile pics/62172.jpeg,0.9922
profile pics/62173.jpeg,0.9914
profile pics/62174.jpeg,0.9998
profile pics/62175.jpeg,0.9962
profile pics/62176.jpeg,0.9979
profile pics/62177.jpeg,0.9985
profile pics/62178.jpeg,0.9994
profile pics/62179.jpeg,0.0
profile pics/62180.jpeg,-1
profile pics/62181.jpeg,0.9982
profile pics/62182.jpeg,0.9999
profile pics/62183.jpeg,0.9999
profile pics/62185.jpeg,-1
profile pics/62187.jpeg,0.9995
profile pics/62188.jpeg,0.9999
profile pics/62190.jpeg,0.0
profile pics/62192.jpeg,0.0
profile pics/62193.jpeg,0.9971
profile pics/62194.jpeg,0.0
profile pics/62195.jpeg,0.9998
profile pics/62197.jpeg,0.0
profile pics/62198.jpeg,0.0
profile pics/62199.jpeg,0.9999
profile pics/62200.jpeg,0.9980
profile pics/62201.jpeg,0.9820
profile pics/62202.jpeg,0.9940
profile pics/62205.jpeg,0.9753
profile pics/62207.jpeg,0.9972
profile pics/62208.jpeg,0.9940
profile pics/62209.jpeg,0.0
profile pics/62210.jpeg,0.9905
profile pics/62211.jpeg,0.9913
profile pics/62212.jpeg,0.0
profile pics/62213.jpeg,0.9968
profile pics/62214.jpeg,0.9960
profile pics/62215.jpeg,0.9987
profile pics/62216.jpeg,0.9990
profile pics/62217.jpeg,0.0
profile pics/62218.jpeg,0.9998
profile pics/62220.jpeg,0.9980
profile pics/62221.jpeg,0.9968
profile pics/62222.jpeg,0.9989
profile pics/62223.jpeg,0.9936
profile pics/62224.jpeg,0.9973
profile pics/62225.jpeg,0.9991
profile pics/62226.jpeg,0.9999
profile pics/62227.jpeg,0.9974
profile pics/62230.jpeg,0.9999
profile pics/62231.jpeg,0.9981
profile pics/62232.jpeg,0.9943
profile pics/62233.jpeg,0.9988
profile pics/62234.jpeg,0.9980
profile pics/62236.jpeg,0.9923
profile pics/62237.jpeg,0.0
profile pics/62238.jpeg,0.9984
profile pics/62240.jpeg,0.0
profile pics/62241.jpeg,0.9873
profile pics/62242.jpeg,0.9981
profile pics/62243.jpeg,0.9984
profile pics/62244.jpeg,0.9999
profile pics/62245.jpeg,0.9779
profile pics/62246.jpeg,0.9991
profile pics/62247.jpeg,0.9997
profile pics/62248.jpeg,0.9991
profile pics/62249.jpeg,0.0
profile pics/62250.jpeg,0.9965
profile pics/62251.jpeg,0.9995
profile pics/62252.jpeg,0.9988
profile pics/62253.jpeg,0.9992
profile pics/62254.jpeg,0.9997
profile pics/62255.jpeg,0.9277
profile pics/62258.jpeg,0.9968
profile pics/62259.jpeg,0.8955
profile pics/62260.jpeg,0.0
profile pics/62261.jpeg,0.9980
profile pics/62262.jpeg,0.9972
profile pics/62263.jpeg,0.9988
profile pics/62264.jpeg,0.9998
profile pics/62265.jpeg,0.9929
profile pics/62266.jpeg,0.9996
profile pics/62267.jpeg,0.9945
profile pics/62268.jpeg,0.9997
profile pics/62269.jpeg,0.9998
profile pics/62270.jpeg,-1
profile pics/62271.jpeg,0.9809
profile pics/62272.jpeg,-1
profile pics/62273.jpeg,0.9997
profile pics/62274.jpeg,0.9999
profile pics/62275.jpeg,0.0
profile pics/62276.jpeg,0.9971
profile pics/62277.jpeg,0.0
profile pics/62278.jpeg,0.9989
profile pics/62279.jpeg,0.9995
profile pics/62280.jpeg,0.9998
profile pics/62281.jpeg,0.9997
profile pics/62282.jpeg,0.0
profile pics/62283.jpeg,0.9981
profile pics/62284.jpeg,0.9990
profile pics/62285.jpeg,0.9948
profile pics/62286.jpeg,0.9998
profile pics/62287.jpeg,0.9969
profile pics/62288.jpeg,0.9992
profile pics/62289.jpeg,0.9936
profile pics/62290.jpeg,0.9999
profile pics/62291.jpeg,0.9994
profile pics/62292.jpeg,0.9997
profile pics/62293.jpeg,0.9993
profile pics/62294.jpeg,0.9998
profile pics/62295.jpeg,0.9991
profile pics/62296.jpeg,0.9999
profile pics/62297.jpeg,0.9993
profile pics/62298.jpeg,0.0
profile pics/62299.jpeg,0.9879
profile pics/62300.jpeg,0.9994
profile pics/62301.jpeg,0.9931
profile pics/62302.jpeg,0.9959
profile pics/62304.jpeg,0.9989
profile pics/62305.jpeg,0.9979
profile pics/62306.jpeg,-1
profile pics/62307.jpeg,0.0
profile pics/62309.jpeg,0.9998
profile pics/62311.jpeg,0.9934
profile pics/62312.jpeg,0.9956
profile pics/62313.jpeg,0.0
profile pics/62314.jpeg,0.9974
profile pics/62318.jpeg,0.9844
profile pics/62319.jpeg,0.0
profile pics/62320.jpeg,0.9803
profile pics/62322.jpeg,0.9997
profile pics/62323.jpeg,0.0
profile pics/62324.jpeg,0.9797
profile pics/62325.jpeg,0.9993
profile pics/62326.jpeg,0.9976
profile pics/62327.jpeg,0.9868
profile pics/62329.jpeg,0.9973
profile pics/62331.jpeg,0.0
profile pics/62332.jpeg,0.9969
profile pics/62333.jpeg,-1
profile pics/62334.jpeg,0.9991
profile pics/62335.jpeg,0.9981
profile pics/62336.jpeg,0.9996
profile pics/62337.jpeg,0.9935
profile pics/62338.jpeg,0.9870
profile pics/62339.jpeg,0.0
profile pics/62341.jpeg,0.9999
profile pics/62342.jpeg,0.9997
profile pics/62343.jpeg,0.9918
profile pics/62344.jpeg,0.9985
profile pics/62345.jpeg,0.0
profile pics/62347.jpeg,0.9994
profile pics/62348.jpeg,0.8088
profile pics/62349.jpeg,0.9709
profile pics/62350.jpeg,0.9999
profile pics/62351.jpeg,0.9989
profile pics/62352.jpeg,0.9999
profile pics/62353.jpeg,0.9964
profile pics/62354.jpeg,0.9930
profile pics/62355.jpeg,0.9951
profile pics/62356.jpeg,0.9984
profile pics/62357.jpeg,0.9580
profile pics/62358.jpeg,0.9997
profile pics/62359.jpeg,0.0
profile pics/62360.jpeg,0.0
profile pics/62361.jpeg,0.9997
profile pics/62362.jpeg,0.9996
profile pics/62364.jpeg,0.0
profile pics/62365.jpeg,0.0
profile pics/62366.jpeg,0.9995
profile pics/62367.jpeg,0.0
profile pics/62368.jpeg,0.0
profile pics/62369.jpeg,0.9999
profile pics/62370.jpeg,0.9965
profile pics/62371.jpeg,0.9934
profile pics/62372.jpeg,0.0
profile pics/62373.jpeg,0.0
profile pics/62374.jpeg,0.0
profile pics/62375.jpeg,0.9997
profile pics/62376.jpeg,0.9992
profile pics/62377.jpeg,0.9950
profile pics/62380.jpeg,0.7227
profile pics/62381.jpeg,0.0
profile pics/62382.jpeg,0.9983
profile pics/62383.jpeg,0.9412
profile pics/62384.jpeg,0.9962
profile pics/62385.jpeg,0.9992
profile pics/62386.jpeg,0.9989
profile pics/62387.jpeg,0.7382
profile pics/62388.jpeg,0.0
profile pics/62389.jpeg,0.9979
profile pics/62390.jpeg,0.9994
profile pics/62391.jpeg,0.0
profile pics/62392.jpeg,0.9763
profile pics/62394.jpeg,0.6770
profile pics/62395.jpeg,0.9976
profile pics/62396.jpeg,0.0
profile pics/62397.jpeg,0.9993
profile pics/62399.jpeg,0.9998
profile pics/62400.jpeg,0.9999
profile pics/62401.jpeg,0.9988
profile pics/62403.jpeg,0.9997
profile pics/62404.jpeg,0.0
profile pics/62405.jpeg,0.9955
profile pics/62407.jpeg,0.0
profile pics/62408.jpeg,0.9919
profile pics/62409.jpeg,0.9954
profile pics/62410.jpeg,0.9961
profile pics/62411.jpeg,0.9973
profile pics/62412.jpeg,0.0
profile pics/62413.jpeg,0.0
profile pics/62414.jpeg,0.8812
profile pics/62415.jpeg,0.0
profile pics/62416.jpeg,0.9984
profile pics/62417.jpeg,0.8017
profile pics/62418.jpeg,0.9999
profile pics/62419.jpeg,-1
profile pics/62420.jpeg,0.0
profile pics/62421.jpeg,0.0
profile pics/62422.jpeg,0.9992
profile pics/62423.jpeg,0.0
profile pics/62424.jpeg,0.9991
profile pics/62425.jpeg,0.0
profile pics/62426.jpeg,0.0
profile pics/62427.jpeg,0.9994
profile pics/62428.jpeg,0.9992
profile pics/62429.jpeg,0.9982
profile pics/62430.jpeg,0.9991
profile pics/62431.jpeg,0.9750
profile pics/62432.jpeg,0.9930
profile pics/62433.jpeg,0.9907
profile pics/62434.jpeg,0.9956
profile pics/62435.jpeg,0.9978
profile pics/62437.jpeg,0.9621
profile pics/62438.jpeg,0.9987
profile pics/62439.jpeg,-1
profile pics/62442.jpeg,0.0
profile pics/62443.jpeg,0.9950
profile pics/62444.jpeg,0.9863
profile pics/62445.jpeg,0.9928
profile pics/62446.jpeg,0.9998
profile pics/62447.jpeg,0.9997
profile pics/62448.jpeg,0.9996
profile pics/62449.jpeg,0.9999
profile pics/62450.jpeg,0.9989
profile pics/62451.jpeg,0.9994
profile pics/62452.jpeg,0.9999
profile pics/62453.jpeg,0.9968
profile pics/62454.jpeg,0.9994
profile pics/62455.jpeg,0.9178
profile pics/62456.jpeg,0.8180
profile pics/62457.jpeg,0.9942
profile pics/62459.jpeg,0.9998
profile pics/62460.jpeg,0.9995
profile pics/62461.jpeg,0.9982
profile pics/62462.jpeg,-1
profile pics/62463.jpeg,0.0
profile pics/62464.jpeg,0.0
profile pics/62465.jpeg,0.0
profile pics/62466.jpeg,0.9995
profile pics/62467.jpeg,0.9842
profile pics/62468.jpeg,0.9994
profile pics/62469.jpeg,0.9955
profile pics/62471.jpeg,0.0
profile pics/62472.jpeg,0.0
profile pics/62473.jpeg,0.9990
profile pics/62474.jpeg,0.0
profile pics/62475.jpeg,0.9999
profile pics/62476.jpeg,0.9976
profile pics/62478.jpeg,0.9029
profile pics/62479.jpeg,0.9999
profile pics/62481.jpeg,0.9189
profile pics/62482.jpeg,0.9972
profile pics/62483.jpeg,0.9962
profile pics/62485.jpeg,0.9995
profile pics/62486.jpeg,0.9962
profile pics/62487.jpeg,0.9970
profile pics/62488.jpeg,0.9993
profile pics/62489.jpeg,0.9430
profile pics/62490.jpeg,0.9961
profile pics/62492.jpeg,0.0
profile pics/62493.jpeg,0.0
profile pics/62494.jpeg,0.9972
profile pics/62495.jpeg,0.9958
profile pics/62496.jpeg,0.9985
profile pics/62497.jpeg,0.9971
profile pics/62498.jpeg,0.9989
profile pics/62499.jpeg,0.0
profile pics/62500.jpeg,0.0
profile pics/62501.jpeg,0.9986
profile pics/62502.jpeg,0.9992
profile pics/62504.jpeg,0.9982
profile pics/62505.jpeg,0.0
profile pics/62506.jpeg,0.9958
profile pics/62507.jpeg,0.9922
profile pics/62508.jpeg,0.0
profile pics/62509.jpeg,0.9934
profile pics/62510.jpeg,0.9752
profile pics/62511.jpeg,0.9975
profile pics/62512.jpeg,0.9980
profile pics/62513.jpeg,0.9989
profile pics/62514.jpeg,0.9971
profile pics/62515.jpeg,0.9943
profile pics/62516.jpeg,0.9998
profile pics/62517.jpeg,0.9761
profile pics/62518.jpeg,0.9995
profile pics/62519.jpeg,0.9970
profile pics/62520.jpeg,0.9999
profile pics/62521.jpeg,0.9950
profile pics/62523.jpeg,0.9990
profile pics/62524.jpeg,0.0
profile pics/62525.jpeg,0.9966
profile pics/62527.jpeg,0.9991
profile pics/62529.jpeg,0.9663
profile pics/62530.jpeg,0.0
profile pics/62531.jpeg,0.9984
profile pics/62533.jpeg,0.9978
profile pics/62534.jpeg,0.9990
profile pics/62535.jpeg,0.9967
profile pics/62536.jpeg,0.9998
profile pics/62537.jpeg,0.9875
profile pics/62538.jpeg,0.9922
profile pics/62539.jpeg,0.9523
profile pics/62542.jpeg,0.9989
profile pics/62543.jpeg,0.0
profile pics/62544.jpeg,0.9998
profile pics/62545.jpeg,0.9934
profile pics/62546.jpeg,0.9979
profile pics/62547.jpeg,0.0
profile pics/62548.jpeg,0.0
profile pics/62549.jpeg,0.9757
profile pics/62550.jpeg,0.0
profile pics/62551.jpeg,0.0
profile pics/62553.jpeg,0.9996
profile pics/62554.jpeg,0.9956
profile pics/62555.jpeg,0.9996
profile pics/62556.jpeg,0.9993
profile pics/62557.jpeg,0.0
profile pics/62558.jpeg,0.0
profile pics/62559.jpeg,0.9986
profile pics/62561.jpeg,0.0
profile pics/62562.jpeg,0.9995
profile pics/62563.jpeg,0.9995
profile pics/62564.jpeg,0.0
profile pics/62565.jpeg,0.9999
profile pics/62566.jpeg,0.9997
profile pics/62567.jpeg,0.9997
profile pics/62569.jpeg,0.9965
profile pics/62570.jpeg,0.9964
profile pics/62571.jpeg,0.9992
profile pics/62572.jpeg,0.0
profile pics/62574.jpeg,-1
profile pics/62575.jpeg,0.9999
profile pics/62577.jpeg,0.9994
profile pics/62578.jpeg,0.0
profile pics/62580.jpeg,0.9962
profile pics/62582.jpeg,0.9996
profile pics/62583.jpeg,0.9950
profile pics/62584.jpeg,-1
profile pics/62586.jpeg,0.0
profile pics/62587.jpeg,0.0
profile pics/62588.jpeg,0.0
profile pics/62589.jpeg,0.0
profile pics/62590.jpeg,0.9995
profile pics/62591.jpeg,0.9993
profile pics/62592.jpeg,0.9993
profile pics/62593.jpeg,0.0
profile pics/62594.jpeg,0.9855
profile pics/62595.jpeg,0.9983
profile pics/62597.jpeg,0.9609
profile pics/62599.jpeg,0.9994
profile pics/62600.jpeg,0.9973
profile pics/62601.jpeg,0.9982
profile pics/62602.jpeg,0.9987
profile pics/62603.jpeg,0.9996
profile pics/62605.jpeg,0.0
profile pics/62607.jpeg,0.9989
profile pics/62608.jpeg,0.7077
profile pics/62609.jpeg,0.0
profile pics/62610.jpeg,0.9977
profile pics/62611.jpeg,0.9957
profile pics/62612.jpeg,0.0
profile pics/62613.jpeg,0.0
profile pics/62614.jpeg,0.9947
profile pics/62615.jpeg,0.9997
profile pics/62616.jpeg,0.0
profile pics/62617.jpeg,0.9997
profile pics/62618.jpeg,0.9999
profile pics/62620.jpeg,0.9999
profile pics/62621.jpeg,0.9973
profile pics/62622.jpeg,0.9993
profile pics/62624.jpeg,0.9871
profile pics/62625.jpeg,0.9994
profile pics/62626.jpeg,0.9993
profile pics/62627.jpeg,0.0
profile pics/62628.jpeg,0.9982
profile pics/62629.jpeg,0.0
profile pics/62630.jpeg,0.9979
profile pics/62631.jpeg,0.9999
profile pics/62632.jpeg,0.8380
profile pics/62633.jpeg,0.9959
profile pics/62635.jpeg,0.9986
profile pics/62637.jpeg,0.9996
profile pics/62639.jpeg,0.0
profile pics/62640.jpeg,0.9991
profile pics/62641.jpeg,0.9993
profile pics/62642.jpeg,0.9997
profile pics/62643.jpeg,0.0
profile pics/62644.jpeg,0.0
profile pics/62645.jpeg,0.0
profile pics/62646.jpeg,0.9967
profile pics/62647.jpeg,0.8297
profile pics/62648.jpeg,0.9998
profile pics/62649.jpeg,0.9992
profile pics/62650.jpeg,0.9865
profile pics/62652.jpeg,0.9959
profile pics/62653.jpeg,0.9995
profile pics/62655.jpeg,0.9998
profile pics/62657.jpeg,0.0
profile pics/62658.jpeg,0.9998
profile pics/62659.jpeg,0.9883
profile pics/62660.jpeg,0.9934
profile pics/62661.jpeg,0.0
profile pics/62662.jpeg,0.9943
profile pics/62663.jpeg,0.9999
profile pics/62665.jpeg,0.9984
profile pics/62666.jpeg,0.9986
profile pics/62667.jpeg,0.9995
profile pics/62668.jpeg,0.9998
profile pics/62670.jpeg,0.9994
profile pics/62671.jpeg,0.0
profile pics/62672.jpeg,0.9994
profile pics/62673.jpeg,0.9997
profile pics/62674.jpeg,0.9969
profile pics/62676.jpeg,0.9998
profile pics/62677.jpeg,0.9997
profile pics/62678.jpeg,0.0
profile pics/62679.jpeg,0.9771
profile pics/62680.jpeg,0.9996
profile pics/62681.jpeg,0.9998
profile pics/62682.jpeg,0.9990
profile pics/62683.jpeg,0.0
profile pics/62684.jpeg,0.9996
profile pics/62686.jpeg,0.9998
profile pics/62687.jpeg,0.9993
profile pics/62688.jpeg,0.9965
profile pics/62689.jpeg,0.0
profile pics/62690.jpeg,0.9934
profile pics/62691.jpeg,0.9875
profile pics/62692.jpeg,0.9998
profile pics/62693.jpeg,0.9944
profile pics/62694.jpeg,0.9996
profile pics/62695.jpeg,0.9996
profile pics/62696.jpeg,0.0
profile pics/62698.jpeg,0.9951
profile pics/62700.jpeg,0.9975
profile pics/62701.jpeg,0.9757
profile pics/62702.jpeg,0.0
profile pics/62703.jpeg,0.9962
profile pics/62704.jpeg,0.0
profile pics/62705.jpeg,0.9731
profile pics/62707.jpeg,0.0
profile pics/62708.jpeg,0.9958
profile pics/62710.jpeg,0.7511
profile pics/62711.jpeg,0.9998
profile pics/62712.jpeg,0.0
profile pics/62713.jpeg,0.9997
profile pics/62714.jpeg,0.9941
profile pics/62716.jpeg,0.9425
profile pics/62717.jpeg,0.9991
profile pics/62718.jpeg,0.9283
profile pics/62719.jpeg,0.9986
profile pics/62720.jpeg,0.9904
profile pics/62721.jpeg,0.9966
profile pics/62722.jpeg,0.9998
profile pics/62723.jpeg,0.9994
profile pics/62724.jpeg,0.9917
profile pics/62725.jpeg,0.9176
profile pics/62726.jpeg,0.9990
profile pics/62729.jpeg,0.9999
profile pics/62730.jpeg,0.9998
profile pics/62731.jpeg,0.9999
profile pics/62732.jpeg,0.9999
profile pics/62734.jpeg,0.9548
profile pics/62735.jpeg,0.9994
profile pics/62736.jpeg,0.9983
profile pics/62737.jpeg,0.9974
profile pics/62738.jpeg,0.9773
profile pics/62739.jpeg,0.9971
profile pics/62740.jpeg,0.0
profile pics/62741.jpeg,0.9973
profile pics/62742.jpeg,0.0
profile pics/62743.jpeg,0.9992
profile pics/62744.jpeg,0.9818
profile pics/62745.jpeg,0.9998
profile pics/62746.jpeg,-1
profile pics/62747.jpeg,0.9964
profile pics/62748.jpeg,0.9976
profile pics/62749.jpeg,0.9236
profile pics/62750.jpeg,0.0
profile pics/62751.jpeg,0.9966
profile pics/62752.jpeg,0.9932
profile pics/62753.jpeg,0.9964
profile pics/62755.jpeg,0.9940
profile pics/62756.jpeg,0.0
profile pics/62757.jpeg,0.9795
profile pics/62758.jpeg,0.0
profile pics/62759.jpeg,0.9996
profile pics/62760.jpeg,0.9553
profile pics/62761.jpeg,0.9980
profile pics/62762.jpeg,0.9995
profile pics/62764.jpeg,0.9923
profile pics/62766.jpeg,0.9991
profile pics/62767.jpeg,0.9847
profile pics/62768.jpeg,0.9967
profile pics/62770.jpeg,0.9875
profile pics/62771.jpeg,0.9720
profile pics/62772.jpeg,0.0
profile pics/62773.jpeg,0.9997
profile pics/62775.jpeg,0.0
profile pics/62776.jpeg,0.9982
profile pics/62777.jpeg,0.0
profile pics/62778.jpeg,0.9991
profile pics/62779.jpeg,0.9988
profile pics/62780.jpeg,0.0
profile pics/62781.jpeg,0.9974
profile pics/62782.jpeg,0.9999
profile pics/62783.jpeg,0.0
profile pics/62785.jpeg,0.8447
profile pics/62787.jpeg,0.9918
profile pics/62788.jpeg,0.9997
profile pics/62790.jpeg,0.9928
profile pics/62791.jpeg,0.0
profile pics/62792.jpeg,0.9967
profile pics/62793.jpeg,0.9868
profile pics/62794.jpeg,0.9997
profile pics/62795.jpeg,0.9980
profile pics/62796.jpeg,0.9980
profile pics/62797.jpeg,0.9994
profile pics/62798.jpeg,0.9975
profile pics/62799.jpeg,0.0
profile pics/62801.jpeg,0.9970
profile pics/62802.jpeg,0.9964
profile pics/62803.jpeg,0.9994
profile pics/62804.jpeg,0.0
profile pics/62805.jpeg,0.9997
profile pics/62806.jpeg,0.9994
profile pics/62807.jpeg,0.9993
profile pics/62808.jpeg,0.9988
profile pics/62809.jpeg,0.9973
