img,coefficient
3184.jpeg,0.9990
3185.jpeg,0.9998
3186.jpeg,0.9997
3187.jpeg,0.9976
3188.jpeg,0.9999
3189.jpeg,0.0
319.jpeg,0.0
3190.jpeg,0.9983
3191.jpeg,0.9959
3192.jpeg,0.0
3193.jpeg,0.9997
3194.jpeg,0.9998
3195.jpeg,0.0
3196.jpeg,0.9996
3197.jpeg,0.9997
3198.jpeg,0.9991
3199.jpeg,0.9987
32.jpeg,0.9994
320.jpeg,0.9987
3201.jpeg,0.0
3202.jpeg,0.9995
3203.jpeg,0.0
3204.jpeg,0.9996
3205.jpeg,0.9964
3206.jpeg,0.0
3207.jpeg,0.9994
3208.jpeg,0.9991
3209.jpeg,0.9992
321.jpeg,0.9997
3210.jpeg,0.9996
3211.jpeg,0.9996
3212.jpeg,0.9996
3213.jpeg,0.9980
3215.jpeg,0.9998
3216.jpeg,0.9998
3217.jpeg,0.9999
3218.jpeg,0.9990
3219.jpeg,0.9995
322.jpeg,0.9875
3220.jpeg,0.9999
3221.jpeg,0.9997
3223.jpeg,0.9999
3224.jpeg,0.9997
3225.jpeg,0.9994
3226.jpeg,0.9998
3227.jpeg,0.9986
3228.jpeg,0.0
3229.jpeg,0.9996
323.jpeg,0.9989
3230.jpeg,0.9984
3231.jpeg,0.9997
3232.jpeg,0.0
3233.jpeg,0.0
3234.jpeg,0.9984
3235.jpeg,0.0
3236.jpeg,0.9993
3237.jpeg,0.9990
3238.jpeg,0.9967
3239.jpeg,0.9989
324.jpeg,0.9959
3240.jpeg,0.0
3241.jpeg,0.9999
3242.jpeg,0.0
3243.jpeg,0.9998
3244.jpeg,0.9998
3245.jpeg,0.9995
3246.jpeg,0.9995
3247.jpeg,0.9977
3248.jpeg,0.9992
3249.jpeg,0.9990
3250.jpeg,0.0
3251.jpeg,0.9993
3252.jpeg,0.9997
3253.jpeg,0.0
3255.jpeg,0.9967
3257.jpeg,0.9996
3258.jpeg,0.9986
3259.jpeg,0.9966
326.jpeg,0.9981
3260.jpeg,0.9959
3261.jpeg,0.9947
3262.jpeg,0.5509
3263.jpeg,0.9984
3264.jpeg,0.8752
3265.jpeg,0.9996
3266.jpeg,0.9997
3267.jpeg,0.9997
3268.jpeg,0.0
327.jpeg,0.9997
3271.jpeg,0.9997
3272.jpeg,0.9976
3273.jpeg,0.9997
3274.jpeg,0.0
3275.jpeg,0.9996
3276.jpeg,0.9993
3278.jpeg,0.9989
3279.jpeg,0.9957
329.jpeg,0.0
33.jpeg,0.9964
330.jpeg,0.9997
331.jpeg,0.9994
332.jpeg,0.9999
334.jpeg,0.9992
335.jpeg,0.9998
336.jpeg,0.9984
337.jpeg,0.9999
338.jpeg,0.9907
339.jpeg,0.0
34.jpeg,0.9987
340.jpeg,0.9976
342.jpeg,0.9867
343.jpeg,0.9999
344.jpeg,0.9999
345.jpeg,0.0
346.jpeg,0.9998
347.jpeg,0.9986
348.jpeg,0.0
349.jpeg,0.9976
35.jpeg,0.9628
350.jpeg,0.9995
351.jpeg,0.9998
352.jpeg,0.0
353.jpeg,0.9996
354.jpeg,0.9998
355.jpeg,0.9994
356.jpeg,0.9978
358.jpeg,0.9989
360.jpeg,0.9222
361.jpeg,0.0
362.jpeg,0.0
363.jpeg,0.9991
364.jpeg,0.9998
365.jpeg,0.9984
366.jpeg,0.9998
367.jpeg,0.9999
368.jpeg,0.9998
369.jpeg,0.9998
37.jpeg,0.9957
372.jpeg,0.9997
374.jpeg,0.9993
375.jpeg,0.9983
376.jpeg,0.9972
377.jpeg,0.9996
378.jpeg,0.9993
38.jpeg,0.9999
380.jpeg,0.9999
381.jpeg,0.0
382.jpeg,0.9970
383.jpeg,0.0
384.jpeg,0.9996
386.jpeg,0.9992
387.jpeg,0.9997
388.jpeg,0.9973
389.jpeg,0.9988
390.jpeg,0.9998
391.jpeg,0.9999
392.jpeg,0.9993
393.jpeg,0.9977
394.jpeg,0.0
395.jpeg,0.9906
396.jpeg,0.9997
397.jpeg,0.9999
398.jpeg,0.9998
4.jpeg,0.9964
40.jpeg,0.9998
400.jpeg,0.0
401.jpeg,0.9984
402.jpeg,0.9990
403.jpeg,0.9996
404.jpeg,0.9993
405.jpeg,0.9999
406.jpeg,0.9997
407.jpeg,0.9988
408.jpeg,0.9994
409.jpeg,0.9989
41.jpeg,0.9969
410.jpeg,0.9975
411.jpeg,0.9993
412.jpeg,0.9998
413.jpeg,0.9994
414.jpeg,0.9983
415.jpeg,0.9911
416.jpeg,0.9996
417.jpeg,0.9988
418.jpeg,0.0
419.jpeg,0.9978
42.jpeg,0.9866
420.jpeg,0.9999
422.jpeg,0.9975
423.jpeg,0.9995
424.jpeg,0.9825
425.jpeg,0.9996
426.jpeg,0.9998
427.jpeg,0.9926
428.jpeg,0.9954
43.jpeg,0.9996
430.jpeg,0.9997
431.jpeg,0.9995
432.jpeg,0.9998
434.jpeg,0.0
435.jpeg,0.9997
438.jpeg,0.0
439.jpeg,0.9999
44.jpeg,0.0
440.jpeg,0.9962
441.jpeg,0.9997
442.jpeg,0.9996
443.jpeg,1.0000
444.jpeg,0.0
445.jpeg,0.9918
446.jpeg,0.9998
447.jpeg,0.9993
448.jpeg,0.0
449.jpeg,0.9998
45.jpeg,0.9998
450.jpeg,0.9989
451.jpeg,0.0
452.jpeg,0.9997
453.jpeg,0.9997
454.jpeg,0.9995
455.jpeg,0.9996
456.jpeg,0.9996
457.jpeg,0.9998
458.jpeg,0.0
459.jpeg,0.9998
46.jpeg,0.9998
460.jpeg,0.9996
461.jpeg,0.9997
462.jpeg,0.9994
463.jpeg,0.9996
464.jpeg,0.9330
465.jpeg,0.9997
466.jpeg,0.9994
467.jpeg,0.9995
468.jpeg,0.9992
469.jpeg,0.9994
47.jpeg,0.9999
470.jpeg,0.9999
472.jpeg,0.9999
473.jpeg,0.9997
474.jpeg,0.9993
475.jpeg,0.0
476.jpeg,0.9999
478.jpeg,0.0
479.jpeg,0.9999
48.jpeg,0.9992
480.jpeg,0.9958
482.jpeg,0.9983
483.jpeg,0.9972
484.jpeg,0.0
486.jpeg,0.9998
487.jpeg,0.9931
488.jpeg,0.9994
489.jpeg,0.9926
49.jpeg,0.9998
490.jpeg,0.9987
491.jpeg,0.9706
492.jpeg,0.9856
493.jpeg,0.9998
494.jpeg,0.9998
495.jpeg,0.9999
496.jpeg,0.9985
497.jpeg,0.9996
498.jpeg,0.9986
5.jpeg,0.9997
50.jpeg,0.9999
500.jpeg,0.9992
502.jpeg,0.9995
503.jpeg,0.9999
504.jpeg,0.9987
505.jpeg,0.9993
506.jpeg,0.7798
507.jpeg,0.9987
508.jpeg,0.9985
509.jpeg,0.9990
510.jpeg,0.9998
511.jpeg,0.8300
512.jpeg,0.9979
513.jpeg,0.9830
514.jpeg,0.9998
515.jpeg,0.9994
516.jpeg,0.9999
517.jpeg,0.9996
518.jpeg,0.9997
519.jpeg,0.9995
52.jpeg,0.9995
520.jpeg,0.0
521.jpeg,0.9970
522.jpeg,0.9825
523.jpeg,0.9984
524.jpeg,0.9989
525.jpeg,0.9992
526.jpeg,0.9977
527.jpeg,0.9999
528.jpeg,0.9998
529.jpeg,0.9888
53.jpeg,0.9995
530.jpeg,0.9982
531.jpeg,0.9999
532.jpeg,0.9991
534.jpeg,0.9989
535.jpeg,0.9986
536.jpeg,0.9995
537.jpeg,0.9978
538.jpeg,0.9994
539.jpeg,0.9997
54.jpeg,0.9989
540.jpeg,0.9883
541.jpeg,0.9998
542.jpeg,0.9965
543.jpeg,0.0
544.jpeg,0.5508
545.jpeg,0.9998
546.jpeg,0.9999
547.jpeg,0.0
549.jpeg,0.9996
55.jpeg,0.9991
550.jpeg,0.9961
551.jpeg,0.9999
552.jpeg,0.9943
553.jpeg,0.9991
554.jpeg,0.9755
556.jpeg,0.9997
557.jpeg,0.9988
558.jpeg,0.0
559.jpeg,0.9990
56.jpeg,0.0
560.jpeg,0.9991
561.jpeg,0.0
563.jpeg,0.9974
564.jpeg,0.9982
565.jpeg,0.7833
566.jpeg,0.9996
567.jpeg,0.9995
568.jpeg,0.9999
569.jpeg,0.0
57.jpeg,0.9988
570.jpeg,0.9993
571.jpeg,0.9997
572.jpeg,0.0
573.jpeg,0.9994
574.jpeg,0.9832
575.jpeg,0.9993
576.jpeg,0.9996
577.jpeg,0.9999
579.jpeg,0.9954
58.jpeg,0.9984
580.jpeg,0.9996
581.jpeg,0.9996
582.jpeg,0.9983
583.jpeg,0.9956
584.jpeg,0.9997
585.jpeg,0.0
586.jpeg,0.9996
587.jpeg,0.9997
588.jpeg,0.9996
589.jpeg,0.9999
59.jpeg,0.9999
590.jpeg,0.0
592.jpeg,0.9996
593.jpeg,0.9991
594.jpeg,0.9998
595.jpeg,0.9990
597.jpeg,0.9997
598.jpeg,0.9997
599.jpeg,0.9993
6.jpeg,0.9984
60.jpeg,0.9994
600.jpeg,0.9983
601.jpeg,0.9991
602.jpeg,0.9998
603.jpeg,0.0
604.jpeg,1.0000
605.jpeg,0.9735
606.jpeg,0.9997
607.jpeg,0.0
608.jpeg,0.9952
61.jpeg,0.9997
610.jpeg,0.9991
611.jpeg,0.9993
612.jpeg,0.9995
614.jpeg,0.9998
615.jpeg,0.9999
616.jpeg,0.9982
617.jpeg,0.9985
618.jpeg,0.9999
619.jpeg,0.9997
62.jpeg,0.9976
620.jpeg,0.9999
621.jpeg,0.9986
624.jpeg,0.9984
625.jpeg,0.9999
626.jpeg,0.9995
627.jpeg,0.9959
628.jpeg,0.9987
629.jpeg,0.9998
63.jpeg,0.0
630.jpeg,0.9980
631.jpeg,0.9999
632.jpeg,0.9964
633.jpeg,0.9999
634.jpeg,0.9991
635.jpeg,0.9999
636.jpeg,0.9991
637.jpeg,0.9968
638.jpeg,0.9995
639.jpeg,0.0
64.jpeg,0.9996
640.jpeg,0.9998
641.jpeg,0.9994
642.jpeg,0.9995
643.jpeg,0.9995
644.jpeg,0.0
645.jpeg,0.9997
647.jpeg,0.0
648.jpeg,0.9987
649.jpeg,0.9998
650.jpeg,0.0
651.jpeg,0.9993
652.jpeg,0.9982
653.jpeg,0.9997
654.jpeg,0.9946
655.jpeg,0.9995
656.jpeg,0.9983
657.jpeg,0.0
658.jpeg,0.9994
659.jpeg,0.9948
66.jpeg,0.9989
660.jpeg,0.9996
661.jpeg,0.9999
662.jpeg,0.9988
664.jpeg,0.9990
665.jpeg,0.9996
666.jpeg,0.9986
667.jpeg,0.9965
668.jpeg,0.9992
669.jpeg,0.9999
67.jpeg,0.9990
670.jpeg,0.9987
671.jpeg,0.9966
672.jpeg,0.9979
673.jpeg,0.9997
674.jpeg,0.9998
675.jpeg,0.0
676.jpeg,0.0
678.jpeg,0.9992
68.jpeg,0.0
681.jpeg,0.9985
682.jpeg,0.0
683.jpeg,0.9860
684.jpeg,0.9994
685.jpeg,0.9999
686.jpeg,0.9990
687.jpeg,0.0
688.jpeg,0.9997
689.jpeg,0.9995
69.jpeg,0.9957
690.jpeg,0.9997
691.jpeg,0.9996
692.jpeg,0.9998
693.jpeg,0.9987
695.jpeg,0.9955
696.jpeg,0.9993
697.jpeg,0.9999
698.jpeg,0.0
699.jpeg,0.9962
7.jpeg,0.9999
70.jpeg,0.9994
700.jpeg,0.9997
701.jpeg,0.9996
703.jpeg,0.9879
704.jpeg,0.9926
705.jpeg,0.9992
706.jpeg,0.9999
707.jpeg,0.9999
708.jpeg,0.9933
709.jpeg,0.9998
71.jpeg,0.9999
710.jpeg,0.9999
711.jpeg,0.9988
712.jpeg,0.9998
713.jpeg,0.0
714.jpeg,0.9958
715.jpeg,0.0
716.jpeg,0.9997
717.jpeg,0.0
718.jpeg,0.0
719.jpeg,0.9757
72.jpeg,0.9998
720.jpeg,0.9999
721.jpeg,0.9991
722.jpeg,0.9999
723.jpeg,0.9986
724.jpeg,0.9938
725.jpeg,0.9996
726.jpeg,0.9533
727.jpeg,0.9998
728.jpeg,0.9998
729.jpeg,0.0
730.jpeg,0.9999
731.jpeg,0.9998
732.jpeg,0.9998
733.jpeg,0.9996
734.jpeg,0.9995
738.jpeg,0.9999
739.jpeg,0.0
74.jpeg,0.9989
740.jpeg,0.9627
741.jpeg,0.9995
742.jpeg,0.9996
744.jpeg,0.9958
745.jpeg,0.9997
746.jpeg,0.9998
747.jpeg,0.9997
748.jpeg,0.9972
749.jpeg,0.9998
75.jpeg,0.9998
750.jpeg,0.9806
751.jpeg,0.9998
752.jpeg,0.9802
753.jpeg,0.0
754.jpeg,0.9998
755.jpeg,0.9985
756.jpeg,0.9990
757.jpeg,0.9983
759.jpeg,0.0
760.jpeg,0.9997
761.jpeg,0.9890
762.jpeg,0.9998
764.jpeg,0.0
765.jpeg,0.9438
766.jpeg,0.0
767.jpeg,0.9997
768.jpeg,0.9991
769.jpeg,0.9990
77.jpeg,0.9996
770.jpeg,0.9999
771.jpeg,0.9998
773.jpeg,0.0
775.jpeg,1.0000
776.jpeg,0.8302
777.jpeg,0.9984
778.jpeg,0.9978
779.jpeg,0.0
78.jpeg,0.9999
780.jpeg,1.0000
781.jpeg,0.9996
782.jpeg,0.9999
784.jpeg,0.9995
785.jpeg,0.0
787.jpeg,0.9984
788.jpeg,0.9998
789.jpeg,0.0
79.jpeg,0.9985
791.jpeg,0.9999
792.jpeg,0.9997
793.jpeg,0.9972
794.jpeg,0.0
795.jpeg,0.9986
796.jpeg,0.9997
797.jpeg,0.9996
798.jpeg,0.9999
8.jpeg,0.9991
80.jpeg,0.9998
800.jpeg,0.9990
801.jpeg,0.9937
802.jpeg,0.9998
803.jpeg,0.9991
804.jpeg,0.9999
805.jpeg,0.0
806.jpeg,0.9998
807.jpeg,0.9997
808.jpeg,0.9980
81.jpeg,0.9999
810.jpeg,0.9032
811.jpeg,0.9977
812.jpeg,0.9860
813.jpeg,0.9994
814.jpeg,0.9978
815.jpeg,0.9997
816.jpeg,0.9996
817.jpeg,0.9999
818.jpeg,0.0
819.jpeg,0.9963
82.jpeg,0.9992
820.jpeg,0.9998
821.jpeg,0.9994
822.jpeg,0.9924
823.jpeg,0.9945
824.jpeg,0.9996
825.jpeg,0.9995
826.jpeg,0.0
827.jpeg,0.9745
828.jpeg,0.9997
829.jpeg,0.0
83.jpeg,0.0
830.jpeg,0.9984
831.jpeg,0.9994
832.jpeg,0.9992
833.jpeg,0.9586
834.jpeg,0.0
835.jpeg,0.9993
836.jpeg,0.9998
837.jpeg,0.0
838.jpeg,1.0000
839.jpeg,0.0
84.jpeg,0.9990
840.jpeg,0.9992
841.jpeg,0.9987
842.jpeg,0.9997
843.jpeg,0.9999
844.jpeg,0.9995
845.jpeg,0.9998
846.jpeg,0.0
847.jpeg,0.9839
848.jpeg,0.9980
849.jpeg,0.9998
85.jpeg,0.9996
850.jpeg,0.9998
851.jpeg,0.0
852.jpeg,0.5957
853.jpeg,0.9993
854.jpeg,0.0
855.jpeg,0.9983
856.jpeg,0.9994
857.jpeg,0.9994
858.jpeg,0.9983
86.jpeg,0.9989
860.jpeg,0.9996
861.jpeg,0.9997
862.jpeg,0.9859
863.jpeg,0.9984
864.jpeg,0.9999
865.jpeg,0.9997
866.jpeg,0.9968
867.jpeg,0.9997
868.jpeg,0.9996
869.jpeg,0.9998
87.jpeg,0.9983
870.jpeg,0.9999
871.jpeg,0.9998
872.jpeg,0.9998
873.jpeg,0.9996
874.jpeg,0.9991
875.jpeg,0.9966
876.jpeg,0.9977
877.jpeg,0.9993
878.jpeg,0.0
879.jpeg,0.9994
88.jpeg,0.9999
880.jpeg,0.9969
881.jpeg,0.9999
882.jpeg,0.9996
884.jpeg,0.9985
885.jpeg,0.0
886.jpeg,0.9998
887.jpeg,0.9966
888.jpeg,0.9954
89.jpeg,0.9982
890.jpeg,0.0
891.jpeg,0.6171
892.jpeg,0.9999
893.jpeg,0.9998
894.jpeg,0.0
895.jpeg,0.9990
896.jpeg,0.0
897.jpeg,0.9994
898.jpeg,0.9990
9.jpeg,0.9966
90.jpeg,0.9997
900.jpeg,0.9954
901.jpeg,0.9997
902.jpeg,0.9997
903.jpeg,0.0
904.jpeg,0.9999
906.jpeg,0.9894
907.jpeg,0.9992
909.jpeg,0.9999
910.jpeg,0.0
911.jpeg,0.9998
913.jpeg,0.0
914.jpeg,0.9997
915.jpeg,0.9999
916.jpeg,0.9998
917.jpeg,0.9988
918.jpeg,0.9983
919.jpeg,0.9997
92.jpeg,0.9945
921.jpeg,0.0
922.jpeg,0.9961
923.jpeg,0.9999
925.jpeg,0.9999
926.jpeg,0.9998
927.jpeg,0.9996
928.jpeg,0.9984
929.jpeg,0.9997
93.jpeg,0.9911
930.jpeg,0.9989
931.jpeg,0.9999
932.jpeg,0.0
933.jpeg,0.9986
934.jpeg,0.9992
936.jpeg,1.0000
937.jpeg,0.9984
938.jpeg,0.9959
939.jpeg,0.9999
94.jpeg,0.9971
940.jpeg,0.9998
941.jpeg,0.9967
942.jpeg,0.9939
943.jpeg,0.9993
944.jpeg,0.0
945.jpeg,0.9992
946.jpeg,0.9980
947.jpeg,0.9982
948.jpeg,0.9998
949.jpeg,0.9910
95.jpeg,0.9994
951.jpeg,0.9945
952.jpeg,0.0
953.jpeg,0.9994
954.jpeg,0.9983
955.jpeg,0.9991
957.jpeg,0.0
958.jpeg,0.9985
959.jpeg,0.9979
96.jpeg,0.9998
960.jpeg,0.9997
961.jpeg,0.9976
962.jpeg,0.9979
963.jpeg,0.0
964.jpeg,0.9999
965.jpeg,0.9994
966.jpeg,0.9998
968.jpeg,0.9997
97.jpeg,0.9987
971.jpeg,0.9989
972.jpeg,0.9996
973.jpeg,0.9996
974.jpeg,0.9989
975.jpeg,0.9998
976.jpeg,0.9971
977.jpeg,0.9988
978.jpeg,0.9960
979.jpeg,0.0
98.jpeg,0.9996
981.jpeg,0.9994
983.jpeg,0.9930
984.jpeg,0.9996
985.jpeg,0.0
986.jpeg,0.9992
987.jpeg,0.9999
988.jpeg,0.9998
99.jpeg,0.0
990.jpeg,0.9993
991.jpeg,0.9995
992.jpeg,0.9997
993.jpeg,0.9997
994.jpeg,0.9997
996.jpeg,0.9992
997.jpeg,0.9974
998.jpeg,0.9998
999.jpeg,0.9989
