img,is_face,coefficient
34287.jpeg,1,0.9641
34288.jpeg,1,0.9981
34289.jpeg,1,0.9996
34290.jpeg,1,0.9995
34292.jpeg,0,0.0
34294.jpeg,1,0.6957
34295.jpeg,0,0.0
34296.jpeg,1,0.9983
34297.jpeg,1,0.9988
34298.jpeg,0,0.0
34299.jpeg,1,0.9964
343.jpeg,1,0.9879
3430.jpeg,1,0.9984
34300.jpeg,0,0.0
34301.jpeg,1,0.9909
34302.jpeg,0,0.0
34303.jpeg,1,0.9966
34304.jpeg,1,0.9957
34305.jpeg,1,0.9872
34306.jpeg,1,0.8962
34307.jpeg,1,0.9961
34309.jpeg,1,0.9983
34310.jpeg,0,0.0
34311.jpeg,1,0.7446
34312.jpeg,1,0.9985
34313.jpeg,0,0.0
34314.jpeg,1,0.9999
34315.jpeg,1,0.9999
34317.jpeg,1,0.9990
34318.jpeg,1,0.9998
34319.jpeg,1,0.9927
34320.jpeg,1,0.9996
34321.jpeg,1,0.9935
34322.jpeg,1,0.9959
34323.jpeg,1,0.9991
34324.jpeg,1,0.9983
34325.jpeg,0,0.0
34328.jpeg,1,0.9989
34329.jpeg,1,0.9961
34330.jpeg,1,0.9992
34331.jpeg,1,0.9947
34332.jpeg,1,0.9347
34333.jpeg,1,0.9975
34334.jpeg,1,0.9975
34335.jpeg,1,0.9943
34337.jpeg,0,0.0
34338.jpeg,0,0.0
34339.jpeg,1,0.9999
3434.jpeg,1,0.9797
34340.jpeg,1,0.9854
34341.jpeg,1,0.9143
34342.jpeg,1,0.9997
34343.jpeg,0,0.0
34344.jpeg,1,0.9994
34346.jpeg,1,0.9916
34347.jpeg,1,0.9985
34348.jpeg,1,0.9994
34350.jpeg,1,0.9906
34351.jpeg,1,0.9563
34352.jpeg,1,0.9956
34354.jpeg,1,0.9905
34355.jpeg,1,0.9982
34356.jpeg,0,0.0
34357.jpeg,1,0.9970
34358.jpeg,1,0.9979
3436.jpeg,0,0.0
34360.jpeg,1,0.9991
34361.jpeg,1,0.9997
34362.jpeg,1,0.9987
34363.jpeg,1,0.9998
34364.jpeg,1,0.9887
34365.jpeg,1,0.9989
34369.jpeg,1,0.9998
3437.jpeg,1,0.9942
34371.jpeg,1,0.9981
34372.jpeg,1,0.9999
34373.jpeg,1,0.9978
34375.jpeg,1,0.9979
34376.jpeg,1,0.9989
34377.jpeg,1,0.9858
34378.jpeg,1,0.9980
34379.jpeg,1,0.9996
34380.jpeg,1,0.9993
34381.jpeg,0,0.0
34382.jpeg,1,0.9988
34384.jpeg,1,0.9974
34385.jpeg,1,0.9999
34387.jpeg,0,0.0
34389.jpeg,1,0.9999
3439.jpeg,1,0.9974
34391.jpeg,1,0.9340
34392.jpeg,1,0.9987
34393.jpeg,1,0.9883
34395.jpeg,1,0.9995
34396.jpeg,1,0.9984
34397.jpeg,1,0.9999
34398.jpeg,1,0.9957
34399.jpeg,1,0.9996
34400.jpeg,0,0.0
34402.jpeg,1,0.9968
34403.jpeg,1,0.9965
34404.jpeg,1,0.9684
34405.jpeg,1,0.9977
34406.jpeg,1,0.9930
34408.jpeg,1,0.9958
34409.jpeg,1,0.9863
34410.jpeg,1,0.8762
34411.jpeg,1,0.9997
34413.jpeg,0,0.0
34414.jpeg,1,0.8745
34417.jpeg,1,0.9984
34418.jpeg,1,0.9998
3442.jpeg,0,0.0
34420.jpeg,1,0.9992
34421.jpeg,1,0.9954
34422.jpeg,1,0.9982
34424.jpeg,0,0.0
34425.jpeg,1,0.9981
34427.jpeg,1,0.9992
34429.jpeg,1,0.9308
3443.jpeg,0,0.0
34430.jpeg,1,0.9485
34431.jpeg,1,0.9938
34432.jpeg,1,0.9989
34433.jpeg,1,0.9996
34434.jpeg,0,0.0
34435.jpeg,0,0.0
34436.jpeg,1,0.9920
34438.jpeg,1,0.9998
34439.jpeg,1,0.9700
3444.jpeg,1,0.9994
34440.jpeg,0,0.0
34441.jpeg,0,0.0
34442.jpeg,1,0.9989
34443.jpeg,1,0.9943
34444.jpeg,1,0.9453
34446.jpeg,0,0.0
34447.jpeg,1,0.9997
34448.jpeg,1,0.9051
34449.jpeg,1,0.9425
3445.jpeg,1,0.9993
34450.jpeg,1,0.9963
34452.jpeg,1,0.9982
34453.jpeg,1,0.9995
34454.jpeg,1,0.9668
34455.jpeg,1,0.9998
34456.jpeg,1,0.9539
34457.jpeg,1,0.9943
34458.jpeg,1,0.9999
3446.jpeg,0,0.0
34460.jpeg,1,0.9302
34461.jpeg,1,0.9997
34462.jpeg,1,0.8153
34463.jpeg,0,0.0
34464.jpeg,1,0.9995
34465.jpeg,1,0.9988
34466.jpeg,1,0.9926
34467.jpeg,1,0.9984
3447.jpeg,1,0.9992
34470.jpeg,1,0.9987
34471.jpeg,1,0.9944
34472.jpeg,1,0.9998
34473.jpeg,1,0.9909
34474.jpeg,1,0.9956
34475.jpeg,1,0.9998
34476.jpeg,1,0.9948
34477.jpeg,1,0.9998
34478.jpeg,1,0.9946
3448.jpeg,1,0.9696
34480.jpeg,1,0.9991
34481.jpeg,1,0.9990
34482.jpeg,1,0.9978
34484.jpeg,1,0.9589
34485.jpeg,0,0.0
34486.jpeg,1,0.9995
34487.jpeg,1,0.9604
34488.jpeg,1,0.9562
3449.jpeg,1,0.9987
34490.jpeg,1,0.9997
34491.jpeg,1,0.9997
34493.jpeg,0,0.0
34494.jpeg,1,0.9776
34495.jpeg,0,0.0
34496.jpeg,1,0.9653
34497.jpeg,0,0.0
34498.jpeg,1,0.7877
34499.jpeg,0,0.0
345.jpeg,1,0.8328
3450.jpeg,1,0.9920
34500.jpeg,1,0.9955
34502.jpeg,1,0.9992
34503.jpeg,1,0.9984
34506.jpeg,1,0.9996
34507.jpeg,1,0.9998
34509.jpeg,1,0.9904
3451.jpeg,1,0.9943
34510.jpeg,1,0.9979
34511.jpeg,1,0.9362
34512.jpeg,1,0.9856
34513.jpeg,1,0.9305
34514.jpeg,1,0.9998
34515.jpeg,0,0.0
34516.jpeg,0,0.0
34517.jpeg,1,0.9984
34518.jpeg,1,0.9945
34519.jpeg,1,0.9997
34520.jpeg,1,0.9995
34521.jpeg,0,0.0
34522.jpeg,1,0.9990
34523.jpeg,1,0.9984
34524.jpeg,1,0.9998
34525.jpeg,0,0.0
34526.jpeg,1,0.9985
34527.jpeg,0,0.0
34528.jpeg,1,0.9993
34529.jpeg,1,0.9968
3453.jpeg,1,0.9981
34530.jpeg,0,0.0
34532.jpeg,1,0.9997
34535.jpeg,0,0.0
34536.jpeg,1,0.9987
34538.jpeg,1,0.9989
34539.jpeg,1,0.9573
3454.jpeg,0,0.0
34541.jpeg,1,0.9382
34542.jpeg,1,0.9965
34543.jpeg,0,0.0
34544.jpeg,0,0.0
34545.jpeg,1,0.9998
34547.jpeg,1,0.9998
34548.jpeg,1,0.9817
34549.jpeg,1,0.9923
34550.jpeg,0,0.0
34551.jpeg,1,0.9856
34553.jpeg,0,0.0
34554.jpeg,0,0.0
34555.jpeg,1,0.9999
34557.jpeg,1,0.9983
34558.jpeg,1,0.9948
34559.jpeg,1,0.9647
34560.jpeg,1,0.9976
34561.jpeg,1,0.9992
34562.jpeg,0,0.0
34563.jpeg,1,0.9996
34564.jpeg,1,0.9998
34565.jpeg,1,0.9640
34566.jpeg,1,0.9993
34567.jpeg,0,0.0
3457.jpeg,1,0.9993
34570.jpeg,1,0.9913
34571.jpeg,1,0.9987
34572.jpeg,1,0.7608
34574.jpeg,1,0.9948
34575.jpeg,0,0.0
34576.jpeg,1,0.9848
34577.jpeg,1,0.9970
34578.jpeg,1,0.9943
34579.jpeg,0,0.0
3458.jpeg,1,0.9760
34580.jpeg,1,0.9998
34581.jpeg,0,0.0
34582.jpeg,0,0.0
34583.jpeg,1,0.9951
34584.jpeg,1,0.9997
34585.jpeg,1,0.9893
34586.jpeg,1,0.9997
34589.jpeg,0,0.0
3459.jpeg,1,0.6141
34590.jpeg,1,0.9978
34591.jpeg,1,0.8120
34592.jpeg,1,0.9958
34593.jpeg,1,0.9998
34594.jpeg,1,0.9953
34595.jpeg,1,0.9984
34596.jpeg,1,0.9859
34597.jpeg,1,0.9458
34598.jpeg,1,0.9998
34599.jpeg,0,0.0
346.jpeg,1,0.9927
3460.jpeg,1,0.9976
34600.jpeg,1,0.9936
34601.jpeg,1,0.9964
34603.jpeg,1,0.9974
34604.jpeg,0,0.0
34607.jpeg,1,0.9999
34608.jpeg,1,0.9978
34609.jpeg,0,0.0
3461.jpeg,1,0.9999
34610.jpeg,1,0.9710
34611.jpeg,1,0.9931
34612.jpeg,0,0.0
34613.jpeg,1,0.9977
34614.jpeg,1,0.9947
34616.jpeg,1,0.9917
34617.jpeg,1,0.9976
34619.jpeg,1,0.9999
3462.jpeg,1,0.9998
34620.jpeg,0,0.0
34621.jpeg,0,0.0
34622.jpeg,1,0.9980
34624.jpeg,1,0.9990
34625.jpeg,1,0.9988
34626.jpeg,1,0.9998
34627.jpeg,0,0.0
34629.jpeg,1,0.6759
34630.jpeg,1,0.9994
34632.jpeg,0,0.0
34633.jpeg,1,0.7548
34634.jpeg,0,0.0
34635.jpeg,0,0.0
34636.jpeg,1,0.9167
34637.jpeg,1,0.5699
34638.jpeg,1,0.9967
34639.jpeg,1,0.9957
3464.jpeg,1,0.9939
34640.jpeg,1,0.9990
34641.jpeg,1,0.9974
34642.jpeg,0,0.0
34643.jpeg,1,0.9995
34645.jpeg,1,0.9988
34646.jpeg,1,0.9856
34647.jpeg,0,0.0
34649.jpeg,1,0.9982
3465.jpeg,1,0.9983
34650.jpeg,1,0.9992
34651.jpeg,1,0.9998
34652.jpeg,1,0.7770
34654.jpeg,1,0.9989
34655.jpeg,1,0.9999
34656.jpeg,1,0.9832
34657.jpeg,1,0.9997
34659.jpeg,1,0.9996
3466.jpeg,1,0.9750
34661.jpeg,1,0.9997
34665.jpeg,1,0.9997
34666.jpeg,1,0.9990
34667.jpeg,1,0.9881
34668.jpeg,1,0.9991
34669.jpeg,1,0.9997
3467.jpeg,0,0.0
34670.jpeg,1,0.9978
34671.jpeg,0,0.0
34672.jpeg,1,0.9991
34673.jpeg,0,0.0
34674.jpeg,1,0.9943
34676.jpeg,1,0.9343
34677.jpeg,1,0.9998
34679.jpeg,0,0.0
3468.jpeg,0,0.0
34680.jpeg,0,0.0
34681.jpeg,1,0.9997
34684.jpeg,1,0.9990
34685.jpeg,1,0.9997
34689.jpeg,1,0.8211
3469.jpeg,1,0.9969
34690.jpeg,1,0.9977
34691.jpeg,1,0.8957
34692.jpeg,1,0.9799
34693.jpeg,0,0.0
34695.jpeg,1,0.9994
34696.jpeg,1,0.9981
34699.jpeg,1,0.9865
347.jpeg,0,0.0
3470.jpeg,1,0.9956
34700.jpeg,1,0.9905
34701.jpeg,1,0.9676
34702.jpeg,1,0.9951
34703.jpeg,1,0.9997
34704.jpeg,1,0.9999
34705.jpeg,1,0.9971
34706.jpeg,1,0.9962
34707.jpeg,1,0.9965
34708.jpeg,1,0.9992
3471.jpeg,1,0.9989
34710.jpeg,1,0.9931
34711.jpeg,1,0.9988
34712.jpeg,1,0.9895
34713.jpeg,1,0.9964
34714.jpeg,1,0.9962
34715.jpeg,1,0.9932
34716.jpeg,1,0.9993
34717.jpeg,0,0.0
34718.jpeg,1,0.6233
34719.jpeg,1,0.9931
3472.jpeg,1,0.6008
34720.jpeg,0,0.0
34722.jpeg,1,0.9995
34723.jpeg,1,0.9915
34724.jpeg,0,0.0
34726.jpeg,1,0.9566
34727.jpeg,1,0.9815
34728.jpeg,1,0.9155
34729.jpeg,1,0.9997
3473.jpeg,1,0.9985
34730.jpeg,1,0.9956
34731.jpeg,1,0.9993
34733.jpeg,1,0.9974
34734.jpeg,1,0.9997
34736.jpeg,1,0.9987
34738.jpeg,0,0.0
34739.jpeg,1,0.9997
3474.jpeg,1,0.9998
34740.jpeg,1,0.9996
34741.jpeg,1,0.9994
34742.jpeg,1,0.9995
34743.jpeg,0,0.0
34744.jpeg,1,0.9990
34745.jpeg,1,0.9965
34746.jpeg,1,0.9999
34747.jpeg,1,0.9989
34748.jpeg,1,0.9981
3475.jpeg,0,0.0
34750.jpeg,1,0.9997
34751.jpeg,1,0.9902
34752.jpeg,1,0.9977
34753.jpeg,1,0.9875
34754.jpeg,0,0.0
34756.jpeg,1,0.9973
34757.jpeg,1,0.9999
34759.jpeg,1,0.9926
3476.jpeg,0,0.0
34760.jpeg,1,0.9993
34761.jpeg,1,0.9273
34762.jpeg,1,0.9992
34764.jpeg,1,0.9997
34765.jpeg,1,0.9990
34766.jpeg,1,0.9902
34767.jpeg,1,0.9819
34768.jpeg,1,0.9996
34769.jpeg,1,0.8282
3477.jpeg,1,0.9953
34770.jpeg,1,0.9990
34771.jpeg,1,0.9960
34772.jpeg,1,0.9938
34774.jpeg,1,0.9953
34775.jpeg,1,0.9548
34776.jpeg,1,0.9967
34777.jpeg,1,0.9673
34779.jpeg,0,0.0
3478.jpeg,0,0.0
34782.jpeg,1,0.9947
34783.jpeg,1,0.9975
34784.jpeg,1,0.9999
34785.jpeg,1,0.9997
34786.jpeg,1,0.9825
34787.jpeg,1,0.7496
34788.jpeg,0,0.0
34789.jpeg,1,0.9869
3479.jpeg,0,0.0
34791.jpeg,1,0.9505
34792.jpeg,1,0.9994
34793.jpeg,1,0.9976
34795.jpeg,1,0.9972
34796.jpeg,0,0.0
34797.jpeg,1,0.9949
34799.jpeg,1,0.9988
34800.jpeg,1,0.9992
34801.jpeg,1,0.9968
34803.jpeg,0,0.0
34804.jpeg,1,0.9968
34805.jpeg,1,0.9991
34806.jpeg,1,0.9996
34807.jpeg,1,0.9597
34808.jpeg,1,0.9997
34809.jpeg,1,0.9997
3481.jpeg,0,0.0
34810.jpeg,1,0.9889
34811.jpeg,1,0.9990
34813.jpeg,1,0.9955
34814.jpeg,0,0.0
34815.jpeg,1,0.9876
34816.jpeg,1,0.9970
34817.jpeg,1,0.7161
34818.jpeg,1,0.9950
34819.jpeg,1,0.9976
3482.jpeg,1,0.9997
34820.jpeg,1,0.9874
34822.jpeg,1,0.9998
34823.jpeg,0,0.0
34824.jpeg,1,0.9925
34826.jpeg,1,0.9915
34827.jpeg,1,0.9954
34828.jpeg,0,0.0
34829.jpeg,1,0.9990
3483.jpeg,1,0.9965
34830.jpeg,1,0.9991
34831.jpeg,1,0.9534
34834.jpeg,1,0.9928
34835.jpeg,1,0.9999
34837.jpeg,0,0.0
3484.jpeg,1,0.9996
34840.jpeg,1,0.9983
34845.jpeg,1,0.9938
34846.jpeg,1,0.9954
34848.jpeg,1,0.9988
3485.jpeg,1,0.9992
34850.jpeg,1,0.9951
34852.jpeg,1,0.9997
34853.jpeg,1,0.9996
34855.jpeg,1,0.9980
34856.jpeg,1,0.9947
34857.jpeg,1,0.9990
34858.jpeg,1,0.9607
34859.jpeg,1,0.9986
3486.jpeg,1,0.9991
34861.jpeg,1,0.9957
34863.jpeg,1,0.9995
34864.jpeg,1,0.9992
34866.jpeg,1,0.9995
34867.jpeg,1,0.9915
34868.jpeg,1,0.9996
34869.jpeg,1,0.9948
34870.jpeg,1,0.9960
34871.jpeg,0,0.0
34872.jpeg,1,0.9318
34873.jpeg,1,0.9968
34874.jpeg,1,0.9999
34875.jpeg,1,0.9988
34878.jpeg,1,0.9993
34879.jpeg,1,0.9162
3488.jpeg,1,0.9874
34880.jpeg,1,0.9924
34882.jpeg,1,0.9956
34883.jpeg,1,0.9912
34884.jpeg,1,0.9971
34886.jpeg,0,0.0
34888.jpeg,1,0.9998
34889.jpeg,1,0.9976
3489.jpeg,1,0.9999
34890.jpeg,1,0.9985
34892.jpeg,1,0.9927
34893.jpeg,1,0.9976
34894.jpeg,1,0.9817
34895.jpeg,1,0.9995
34897.jpeg,1,0.9998
34898.jpeg,1,0.9996
34899.jpeg,1,0.9999
349.jpeg,1,0.9999
3490.jpeg,1,0.9983
34900.jpeg,1,0.9979
34901.jpeg,0,0.0
34902.jpeg,1,0.9988
34903.jpeg,1,0.9984
34904.jpeg,1,0.9997
34905.jpeg,1,0.9982
34906.jpeg,0,0.0
34907.jpeg,1,0.9962
34908.jpeg,1,0.9991
34909.jpeg,1,0.9988
3491.jpeg,1,0.9998
34911.jpeg,1,0.9946
34912.jpeg,1,0.9997
34913.jpeg,1,0.9953
34914.jpeg,1,0.9789
34915.jpeg,1,0.9976
34916.jpeg,1,0.9721
34917.jpeg,1,0.9951
34919.jpeg,1,0.9977
3492.jpeg,1,0.9319
34920.jpeg,1,0.9930
34921.jpeg,1,0.9893
34922.jpeg,1,0.9983
34923.jpeg,0,0.0
34924.jpeg,1,0.9954
34925.jpeg,1,0.9996
34927.jpeg,1,0.9815
34928.jpeg,1,0.9844
3493.jpeg,1,0.9853
34930.jpeg,0,0.0
34932.jpeg,1,0.9023
34933.jpeg,1,0.9943
34934.jpeg,1,0.9994
34935.jpeg,1,0.9980
34936.jpeg,1,0.9971
34937.jpeg,1,0.9941
34938.jpeg,1,0.9997
34939.jpeg,1,0.9962
34940.jpeg,1,0.9992
34941.jpeg,1,0.9989
34942.jpeg,1,0.9853
34943.jpeg,1,0.9999
34944.jpeg,1,0.9983
34945.jpeg,1,0.9995
34946.jpeg,1,0.9967
34947.jpeg,1,0.9972
34948.jpeg,1,0.9980
34949.jpeg,1,0.9765
34950.jpeg,1,0.9881
34951.jpeg,1,0.9450
34952.jpeg,1,0.9980
34953.jpeg,1,0.9937
34955.jpeg,1,0.9959
34956.jpeg,1,0.9993
34958.jpeg,0,0.0
3496.jpeg,1,0.8925
34960.jpeg,1,0.9913
34961.jpeg,1,0.9962
34962.jpeg,1,0.9995
34963.jpeg,1,0.9992
34964.jpeg,1,0.9983
34965.jpeg,1,0.9997
34966.jpeg,1,0.9984
34967.jpeg,0,0.0
3497.jpeg,1,0.9999
34970.jpeg,1,0.9966
34971.jpeg,1,0.9997
34975.jpeg,0,0.0
34976.jpeg,1,0.9905
34978.jpeg,1,0.9997
34979.jpeg,1,0.9961
3498.jpeg,1,0.9992
34980.jpeg,1,0.8416
34981.jpeg,1,0.9993
34982.jpeg,1,0.9947
34983.jpeg,1,0.9998
34984.jpeg,1,0.9988
34985.jpeg,0,0.0
34986.jpeg,1,0.9978
34987.jpeg,1,0.9995
34988.jpeg,1,0.9997
34989.jpeg,1,0.9437
3499.jpeg,1,0.9997
34990.jpeg,1,0.9908
34991.jpeg,1,0.9997
34992.jpeg,1,0.9996
34993.jpeg,1,0.9997
34994.jpeg,1,0.9986
34997.jpeg,1,0.9841
34998.jpeg,1,0.9992
34999.jpeg,1,0.9573
35.jpeg,1,0.9925
350.jpeg,1,0.9976
35000.jpeg,1,0.9997
35001.jpeg,1,0.9992
35002.jpeg,0,0.0
35003.jpeg,0,0.0
35004.jpeg,1,0.9972
35005.jpeg,0,0.0
35006.jpeg,1,0.9986
35007.jpeg,1,0.9994
35008.jpeg,1,0.9995
35009.jpeg,1,0.8647
3501.jpeg,1,0.9720
35010.jpeg,0,0.0
35011.jpeg,1,0.9996
35012.jpeg,1,0.9303
35013.jpeg,1,0.9981
35014.jpeg,1,0.9998
35016.jpeg,1,0.9956
35017.jpeg,1,0.9974
35018.jpeg,1,0.9997
35019.jpeg,1,0.9982
3502.jpeg,1,0.9888
35020.jpeg,1,0.9935
35021.jpeg,1,0.9968
35022.jpeg,1,0.9982
35023.jpeg,1,0.9974
35024.jpeg,1,0.9945
35025.jpeg,1,0.9998
35026.jpeg,1,0.9855
35027.jpeg,0,0.0
35028.jpeg,0,0.0
35029.jpeg,1,0.9955
3503.jpeg,0,0.0
35030.jpeg,0,0.0
35031.jpeg,0,0.0
35032.jpeg,1,0.9979
35033.jpeg,1,0.9936
35034.jpeg,1,0.9978
35035.jpeg,1,0.9987
35037.jpeg,1,0.9999
35038.jpeg,1,0.9958
3504.jpeg,1,0.9973
35040.jpeg,1,0.9995
35041.jpeg,1,0.9994
35042.jpeg,1,0.9996
35043.jpeg,1,0.9980
35044.jpeg,1,0.9994
35045.jpeg,1,0.6190
35046.jpeg,1,0.9923
35047.jpeg,1,0.9975
35048.jpeg,1,0.9955
35049.jpeg,1,0.9962
3505.jpeg,1,0.9998
35050.jpeg,1,0.9925
35051.jpeg,1,0.9991
35052.jpeg,1,0.9989
35053.jpeg,1,0.9992
35054.jpeg,1,0.8872
35055.jpeg,1,0.9831
35056.jpeg,1,0.9989
35057.jpeg,1,0.9970
35058.jpeg,1,0.9994
35059.jpeg,1,0.9988
3506.jpeg,0,0.0
35060.jpeg,1,0.9974
35061.jpeg,1,0.9977
35062.jpeg,1,0.9359
35063.jpeg,0,0.0
35064.jpeg,1,0.9979
35066.jpeg,1,0.9997
35067.jpeg,1,0.9738
35068.jpeg,1,0.9997
35069.jpeg,1,0.9956
3507.jpeg,1,0.6275
35071.jpeg,1,0.9983
35072.jpeg,1,0.9974
35073.jpeg,1,0.9978
35074.jpeg,1,0.9994
35075.jpeg,1,0.9999
35076.jpeg,1,0.9979
35077.jpeg,1,0.9985
35078.jpeg,0,0.0
35079.jpeg,1,0.9989
35080.jpeg,1,0.9997
35081.jpeg,0,0.0
35082.jpeg,1,0.9648
35083.jpeg,1,0.9986
35084.jpeg,1,0.9997
35085.jpeg,0,0.0
35086.jpeg,0,0.0
35087.jpeg,1,0.9946
35089.jpeg,1,0.9378
3509.jpeg,1,0.9969
35090.jpeg,1,0.9997
35091.jpeg,0,0.0
35092.jpeg,1,0.9886
35093.jpeg,1,0.9993
35094.jpeg,1,0.9997
35095.jpeg,1,0.9996
35096.jpeg,1,0.9878
35097.jpeg,0,0.0
35098.jpeg,1,0.9991
35099.jpeg,1,0.9984
3510.jpeg,1,0.9857
35101.jpeg,1,0.9818
35102.jpeg,1,0.9996
35103.jpeg,1,0.9989
35105.jpeg,1,0.9998
35106.jpeg,1,0.9924
35107.jpeg,0,0.0
35108.jpeg,1,0.9996
35109.jpeg,1,0.9436
3511.jpeg,1,0.8744
35110.jpeg,1,0.9816
35111.jpeg,1,0.9998
35112.jpeg,1,0.9997
35113.jpeg,1,0.9876
35115.jpeg,0,0.0
35116.jpeg,1,0.9998
35117.jpeg,1,0.9965
35118.jpeg,0,0.0
35119.jpeg,1,0.9738
3512.jpeg,0,0.0
35121.jpeg,1,0.9997
35123.jpeg,0,0.0
35124.jpeg,1,0.9949
35125.jpeg,1,0.9969
35127.jpeg,1,0.9927
35129.jpeg,1,0.9996
3513.jpeg,1,0.9977
35130.jpeg,1,0.9998
35132.jpeg,1,0.9998
35133.jpeg,0,0.0
35134.jpeg,0,0.0
35135.jpeg,1,0.9931
35136.jpeg,1,0.9998
35137.jpeg,1,0.9963
35138.jpeg,0,0.0
35139.jpeg,1,0.9968
3514.jpeg,0,0.0
35141.jpeg,1,0.9938
35142.jpeg,1,0.9078
35144.jpeg,1,0.9303
35145.jpeg,1,0.9994
35146.jpeg,1,0.9995
35147.jpeg,1,0.9840
35148.jpeg,1,0.9976
35149.jpeg,0,0.0
3515.jpeg,1,0.9091
35150.jpeg,0,0.0
35151.jpeg,1,0.9995
35152.jpeg,1,0.9964
35153.jpeg,1,0.8406
35154.jpeg,1,0.9975
35156.jpeg,1,0.9996
35157.jpeg,1,0.9884
35158.jpeg,0,0.0
35159.jpeg,1,0.9921
3516.jpeg,1,0.9927
35160.jpeg,1,0.9999
35161.jpeg,1,0.9967
35162.jpeg,0,0.0
35163.jpeg,1,0.9920
35164.jpeg,1,0.9994
35165.jpeg,1,0.9994
35166.jpeg,1,0.8786
35167.jpeg,1,0.9999
35168.jpeg,1,0.9977
35169.jpeg,1,0.9979
3517.jpeg,1,0.9986
35170.jpeg,1,0.9978
35171.jpeg,1,0.9980
35172.jpeg,1,0.9998
35173.jpeg,1,0.9999
35174.jpeg,1,0.9940
35175.jpeg,1,0.9974
35176.jpeg,1,0.9996
35177.jpeg,1,0.9993
35178.jpeg,1,0.9961
35179.jpeg,1,0.9729
3518.jpeg,1,0.9996
35180.jpeg,1,0.9980
35181.jpeg,0,0.0
35182.jpeg,1,0.9958
35183.jpeg,1,0.7929
35184.jpeg,1,0.9997
35185.jpeg,1,0.9998
35187.jpeg,0,0.0
35188.jpeg,1,0.9881
35189.jpeg,1,0.9990
3519.jpeg,1,0.9977
35190.jpeg,1,0.6371
35193.jpeg,0,0.0
35194.jpeg,1,0.9994
35195.jpeg,1,0.9991
35196.jpeg,1,0.9998
35197.jpeg,0,0.0
35198.jpeg,0,0.0
35200.jpeg,1,0.9956
35201.jpeg,1,0.9982
35202.jpeg,1,0.9959
35205.jpeg,1,0.9993
35206.jpeg,1,0.9984
3521.jpeg,1,0.9268
35210.jpeg,0,0.0
35211.jpeg,1,0.9992
35212.jpeg,0,0.0
35214.jpeg,1,0.9988
35215.jpeg,1,0.6889
35216.jpeg,1,0.9955
35217.jpeg,1,0.8560
35218.jpeg,1,0.9998
35220.jpeg,1,0.9996
35222.jpeg,1,0.9998
35223.jpeg,1,0.9998
35224.jpeg,1,0.9964
35225.jpeg,1,0.9991
35226.jpeg,1,0.9927
35227.jpeg,1,0.9998
35228.jpeg,1,0.9993
35231.jpeg,1,0.9970
35232.jpeg,1,0.9986
35233.jpeg,1,0.9814
35234.jpeg,1,0.9951
35235.jpeg,1,0.9984
35236.jpeg,1,0.9983
35237.jpeg,1,0.9961
35238.jpeg,1,0.9989
35239.jpeg,1,0.9682
35240.jpeg,1,0.9957
35241.jpeg,1,0.9998
35242.jpeg,1,0.9863
35243.jpeg,1,0.9977
35245.jpeg,0,0.0
35246.jpeg,1,0.9984
35247.jpeg,1,0.9973
35248.jpeg,1,0.9984
35249.jpeg,1,0.9775
35250.jpeg,1,0.9992
35252.jpeg,1,0.9958
35253.jpeg,1,0.9955
35255.jpeg,1,0.9998
35257.jpeg,1,0.9855
35258.jpeg,1,0.9809
35259.jpeg,1,0.9981
3526.jpeg,1,0.9998
35260.jpeg,1,0.9914
35261.jpeg,0,0.0
35262.jpeg,0,0.0
35263.jpeg,1,0.9992
35264.jpeg,1,0.9998
35265.jpeg,1,0.9992
35266.jpeg,1,0.9966
35267.jpeg,1,0.9966
35268.jpeg,1,1.0000
35269.jpeg,1,0.9974
3527.jpeg,1,0.9832
35270.jpeg,1,0.9977
35271.jpeg,0,0.0
35272.jpeg,0,0.0
35273.jpeg,1,0.9926
35274.jpeg,1,0.9994
35278.jpeg,0,0.0
35279.jpeg,1,0.9977
35280.jpeg,1,0.9967
35281.jpeg,1,0.9949
35282.jpeg,0,0.0
35283.jpeg,0,0.0
35284.jpeg,1,0.9989
35285.jpeg,0,0.0
35286.jpeg,1,0.6490
35287.jpeg,1,0.9974
35288.jpeg,1,0.9921
35289.jpeg,1,0.9978
3529.jpeg,1,0.9998
35290.jpeg,1,0.9994
35293.jpeg,1,0.9831
35294.jpeg,1,0.9994
35295.jpeg,1,0.9999
35297.jpeg,1,0.9988
35298.jpeg,1,0.9998
353.jpeg,1,0.9699
3530.jpeg,1,0.9998
35300.jpeg,1,0.9978
35301.jpeg,0,0.0
35302.jpeg,1,0.9993
35303.jpeg,1,0.9991
35304.jpeg,1,0.9623
35305.jpeg,1,0.9998
35307.jpeg,1,0.9966
35308.jpeg,0,0.0
35309.jpeg,1,0.9995
35311.jpeg,0,0.0
35312.jpeg,1,0.9998
35314.jpeg,1,0.9996
35315.jpeg,1,0.9995
35316.jpeg,1,0.9976
35317.jpeg,1,0.9851
35319.jpeg,1,0.9997
3532.jpeg,1,0.9704
35320.jpeg,1,0.9932
35321.jpeg,1,0.9975
35322.jpeg,0,0.0
35323.jpeg,1,0.9942
35324.jpeg,1,0.9969
35325.jpeg,1,0.9831
35326.jpeg,1,0.9968
35327.jpeg,1,0.6065
35328.jpeg,1,0.9928
35329.jpeg,1,0.9416
3533.jpeg,1,0.9745
35330.jpeg,0,0.0
